"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"12508",1195.68081120028,-1.0577106630934,0.214327077169353,-5.05336763932131,4.34087178869188e-07,2.10480920819642e-05
"209837",2478.00263534784,-0.870112166233458,0.174514131069131,-5.05313987122401,4.34605378468546e-07,2.10480920819642e-05
"12450",1690.9636251482,1.02098539517134,0.216435262806907,5.05065851804568,4.40289558071253e-07,2.12791395337549e-05
"652925",62.0003473160875,-1.79405166357468,0.365232988595965,-5.0501712115877,4.41414253442384e-07,2.12893271924231e-05
"329910",409.285932351625,1.2045029253602,0.241508397443392,5.04668114007442,4.49550674691489e-07,2.16291376020954e-05
"18751",1268.18684081912,-0.958856486102706,0.194948291412506,-5.04635562599411,4.5031688074764e-07,2.16291376020954e-05
"108672",132.106900951304,-1.52774386741921,0.332116599598279,-5.04595180395073,4.51269161603763e-07,2.16302780237853e-05
"381783",44.0016358701718,-1.85712320337885,0.374528823236683,-5.04494928240515,4.53641682382163e-07,2.16993490576848e-05
"100503752",3.26061011924692,-0.155744177912918,0.191878847279005,-5.03679093380133,4.73401351537453e-07,2.25981239427561e-05
"100040997",2.67562942370533,0.18187204534431,0.171877167945876,5.03327089163187,4.82181002041692e-07,2.28765915327113e-05
"670857",2.67562942370533,0.18187204534431,0.171877167945876,5.03327089163187,4.82181002041692e-07,2.28765915327113e-05
"259099",2.67562942370533,0.18187204534431,0.171877167945876,5.03327089163187,4.82181002041692e-07,2.28765915327113e-05
"69065",211.45462601607,1.47825096339456,0.316262385692124,5.02260737614975,5.09746817091352e-07,2.41352685043558e-05
"246177",374.614809386134,-1.21212860189839,0.25464191276895,-5.02184410577152,5.11777152790223e-07,2.41822490349863e-05
"100503860",521.222510759039,1.31820878797818,0.258866473339135,5.01944749687959,5.18203058863132e-07,2.44363163081309e-05
"29875",2227.87644107283,-0.862068554795883,0.17199941248807,-5.01755323493247,5.2333702839993e-07,2.46285577304573e-05
"19110",3.69914906699789,0.247022482172673,0.190234906759849,4.99552806059801,5.86749910938217e-07,2.75096297823541e-05
"11656",128421.30489909,-0.870289607122756,0.178796849161237,-4.99547234721914,5.86919338992486e-07,2.75096297823541e-05
"77891",4670.17514545528,-0.921567228356436,0.185777171606851,-4.9937068282752,5.92312892290792e-07,2.77066843893855e-05
"16835",432.056663946658,1.12234564080314,0.229596654853002,4.99172871932705,5.98412649896306e-07,2.7935917193055e-05
"16970",525.621801459887,-1.03191254084537,0.20991564180177,-4.98718108050496,6.12666368885731e-07,2.85441261263862e-05
"19769",1267.10877918985,0.993957108142325,0.199998968170959,4.98600583373278,6.1640283983663e-07,2.86608865349187e-05
"74576",4.72116611350263,0.124619696583437,0.204030957709265,4.9845596922017,6.21030716537867e-07,2.88185468959155e-05
"192652",2982.47793710516,-0.844946029855804,0.173407588988358,-4.98230459563313,6.28314271670826e-07,2.90985704941787e-05
"18984",1007.51610635296,1.09795144259342,0.22433835832395,4.97989356247814,6.36192525670492e-07,2.9404970010901e-05
"14693",3503.81594637081,-0.873435303406052,0.175414075530033,-4.97921793254383,6.38417225835736e-07,2.94493649026604e-05
"17084",347.337394826835,-1.21501409378132,0.257667104955271,-4.97778354650719,6.43165225216318e-07,2.96097508328342e-05
"29806",1898.78690200113,-0.801642084009968,0.163517853904199,-4.97700908840183,6.45742908480419e-07,2.96697851144997e-05
"15258",25287.9054124676,0.875856562217648,0.174445845231713,4.97505214020028,6.5230079831301e-07,2.99121005840582e-05
"22143",415.525096781785,-1.39358602601409,0.279528131824231,-4.97372505304452,6.56784443729628e-07,3.00585336280583e-05
"244646",95.91603960471,1.45269595486916,0.35658200255284,4.96312644881319,6.93673877206698e-07,3.16845744500589e-05
"20742",1085.20891304883,-0.976686263409506,0.198352451950785,-4.96240929548038,6.96240835430208e-07,3.17395895525376e-05
"18733",556.031248610359,-1.05081868657897,0.215074611039038,-4.96060800225431,7.02728763483824e-07,3.19727862213978e-05
"52637",294.095244073664,-1.3330749392644,0.262402629676895,-4.95847098480102,7.10501473205008e-07,3.22634148505081e-05
"109676",116.524150953607,1.48567771692424,0.323409407290303,4.95526968370502,7.2230035583502e-07,3.27353828583206e-05
"258283",3.19177577891516,-0.152903503593809,0.190404597594574,-4.95485753919627,7.23833024487815e-07,3.27411462241624e-05
"14236",1372.07208586914,0.936511592369645,0.193339563812622,4.95405305312868,7.26833751415814e-07,3.28131632543244e-05
"228607",2744.07418998946,0.907456618631262,0.18355336291029,4.95028167219945,7.4106149143105e-07,3.33907687483294e-05
"19045",889.137522652099,-1.00708160569623,0.201374733739324,-4.94849481931558,7.47895806355104e-07,3.363365407151e-05
"100504219",228.545147293718,-1.33146416758874,0.27550294104627,-4.93925425568306,7.84219046749258e-07,3.51991959422427e-05
"723956",2.21079206884649,0.206408856626722,0.171161695637468,4.9307381993857,8.19194596914009e-07,3.66983425675228e-05
"217893",1956.78823697146,-0.867222334815654,0.179677250614121,-4.92460274879917,8.45319032156572e-07,3.77959824454652e-05
"24056",284.312138406058,-1.23408866698489,0.262739005358898,-4.92358265829217,8.49739595284162e-07,3.79208503297788e-05
"239217",732.88970056926,-0.949746243051362,0.198617203474432,-4.92180141934283,8.5751202626762e-07,3.81945366193197e-05
"207798",132.872708654707,1.4059274705697,0.322074533558389,4.92033511747605,8.63961563157186e-07,3.8408367583486e-05
"17722",7940.73180815512,0.83185999160156,0.168415731313281,4.91484013650115,8.88549340479754e-07,3.94262035932874e-05
"353373",159.665535037891,-1.5528313637519,0.339427940552175,-4.90788190761162,9.20652590667673e-07,4.07730077939229e-05
"18181",2036.34772635661,-0.788530603688306,0.163088213219302,-4.90064651101996,9.55217913328799e-07,4.22235318614694e-05
"66236",305.831902910221,1.17489964882791,0.24654600550836,4.89930838047499,9.61745941687448e-07,4.24315752113809e-05
"239985",1023.64647473876,-0.997998081032771,0.206230453060196,-4.89871848389353,9.64637354344423e-07,4.24786903014241e-05
"71861",4.18101557885749,0.198045951214621,0.196560434129849,4.89675516908575,9.74321055313786e-07,4.28241678934616e-05
"234779",726.728148906775,-0.956728693294855,0.199870403802413,-4.89103336924315,1.00307955505789e-06,4.40051567515508e-05
"258927",3.95502897782103,0.263899927221149,0.194683414539013,4.88197185900243,1.0503024754482e-06,4.59902183563265e-05
"227333",978.678423253673,-0.951488479346842,0.197680391737601,-4.88090000722401,1.05602780264594e-06,4.61541607178932e-05
"16197",153.432547195666,-1.47160731135268,0.326994016465205,-4.87709185301489,1.07661309699103e-06,4.69657342591874e-05
"100502816",1.22439280340703,0.130062968456271,0.168515507670167,4.87561293872917,1.08471114596044e-06,4.72305535423337e-05
"17960",3.89661382008406,0.286341874076515,0.193282947756841,4.87224373750834,1.10337925996989e-06,4.79537683973856e-05
"258404",3.07708624783412,-0.128950763196731,0.177015044713202,-4.86946029132276,1.11903467183482e-06,4.85435990323877e-05
"320742",524.952236336666,1.10377194074742,0.220572081450434,4.8688664339993,1.12240236311058e-06,4.85991878227898e-05
"53415",2061.68813316614,0.873090432910541,0.182464303495624,4.86653760999784,1.13570319080562e-06,4.90838698141317e-05
"208643",5310.9225146374,0.746450020666866,0.155957416097881,4.86342966379211,1.15369033981453e-06,4.96742281114367e-05
"15977",3.71993495519552,0.0988609540599374,0.200609913930008,4.86307503108796,1.15576010458891e-06,4.96742281114367e-05
"13036",666.124049972746,-1.00909667156957,0.214779208013064,-4.86363367102397,1.1525012962351e-06,4.96742281114367e-05
"353320",2.92824680018479,-0.125226041247229,0.174771847136637,-4.85907939272846,1.17932838564776e-06,5.05938393069328e-05
"17896",58.0225541124026,-1.50439166622087,0.372387709255744,-4.85769859576883,1.18758000965838e-06,5.06846699008383e-05
"100039826",3.68187495395363,0.111081925051465,0.200771838579045,4.85727064065075,1.19014872014418e-06,5.06846699008383e-05
"99167",1712.14958649371,-1.03853806949724,0.221076486240763,-4.85763521472822,1.18796010423236e-06,5.06846699008383e-05
"13120",73.986282817841,-1.34723795919374,0.363198703371777,-4.85755865771081,1.18841937089343e-06,5.06846699008383e-05
"75552",2195.86671189954,-0.939873766916063,0.200172625215877,-4.8548892258973,1.20454058530243e-06,5.12039652091608e-05
"73699",6826.85010655684,0.826990520995801,0.172005225237581,4.85162464223341,1.22454214042008e-06,5.19593973790268e-05
"547253",1244.43359315285,-0.899198642886449,0.185003893592834,-4.85125010799394,1.22685717582628e-06,5.19629780197693e-05
"16891",211.516332884817,1.37189314252645,0.333081690362698,4.85072653423821,1.23010049826331e-06,5.20057914828382e-05
"13404",112.294460215701,1.31853314880349,0.354359928467519,4.84796730979511,1.24732948437158e-06,5.26386600333986e-05
"56480",1320.74924182043,-0.973593859857346,0.2023048678502,-4.84611305746934,1.25903786306138e-06,5.30088594449335e-05
"100043534",3.31606205739921,0.224171862214652,0.198703236900739,4.84585859535101,1.26065284964555e-06,5.30088594449335e-05
"15528",4149.3074908732,0.865482789342729,0.189793321334516,4.84278415674575,1.28032345827358e-06,5.37389819107805e-05
"277414",292.188796481609,-1.27671417366978,0.274218736234253,-4.8422518218372,1.28375924788557e-06,5.37862799990906e-05
"68552",280.46768691236,-1.24412917471364,0.259986034097816,-4.84160485087862,1.28794686019847e-06,5.3864851181909e-05
"67501",539.940135927331,-1.00835158659728,0.209285988735638,-4.8401675178448,1.2972972772621e-06,5.41586739674203e-05
"258807",2.70966002498442,-0.120336711105747,0.171788889032256,-4.83543256063497,1.32856412048656e-06,5.53647606202764e-05
"11820",383.779579352499,-1.10792612191363,0.235785787038155,-4.8343875964707,1.33556142553483e-06,5.54579383383848e-05
"71648",6923.63966182565,0.828606513190085,0.172389076698991,4.83469124896245,1.3335244579464e-06,5.54579383383848e-05
"52187",221.422890275867,-1.3326088869433,0.324448818462093,-4.83202338427782,1.35152375618954e-06,5.60209001787107e-05
"56325",270.707429207983,-1.26495543830495,0.276232207803648,-4.83116011235141,1.35739786845436e-06,5.61644464398656e-05
"12481",122.69592015018,-1.50547028771354,0.353526231338771,-4.82832170486429,1.37688532937133e-06,5.68697584179169e-05
"77905",2.82089636905548,-0.122541399750759,0.173130453808688,-4.82630294392955,1.39090883336309e-06,5.73472942888375e-05
"20044",3933.3076509907,-0.914864272494619,0.187402247745698,-4.82563275286785,1.39559466937916e-06,5.74388300763033e-05
"170813",333.203154369254,1.13623336481168,0.258040315968271,4.81579106918655,1.4661787119996e-06,6.02374481411475e-05
"170654",1.80172659499199,-0.117686915523748,0.170181602571593,-4.81106457630722,1.50128497693156e-06,6.15711858056703e-05
"29812",599.490615808466,1.00461490138851,0.217418288099784,4.80970016560064,1.51156861673538e-06,6.17754226786855e-05
"76386",3.68975723207337,0.229202385056089,0.189509803369554,4.81000564800063,1.50926031127988e-06,6.17754226786855e-05
"20305",962.569992556045,-1.09998224087585,0.231355860473265,-4.80803754870104,1.5241914169262e-06,6.21822050040207e-05
"380797",119.596118107541,-1.39101637287289,0.311127158449292,-4.80506190113975,1.547036340139e-06,6.29425032992597e-05
"30953",125.114964549907,1.38380720765725,0.319976418443417,4.80490738290674,1.54823156859737e-06,6.29425032992597e-05
"69563",3.830792235722,0.271418461859951,0.191806666602843,4.80179433378175,1.57250156946971e-06,6.38178119526077e-05
"353211",106.060602187724,1.545055662392,0.344677492932726,4.7945868166007,1.63010459018963e-06,6.60404981364653e-05
"17916",935.811502319711,-0.948711836232957,0.201244907856259,-4.7920506322861,1.65085225313519e-06,6.67649361749727e-05
"66496",812.721601767318,-0.960472135009707,0.206058966607375,-4.7891033733071,1.67528168717614e-06,6.76355058973453e-05
"240328",348.434467595259,1.31945372958796,0.262928032640781,4.78668929008649,1.69555019785667e-06,6.83353665381853e-05
"269608",364.136530860587,1.17353196348207,0.25206948724059,4.78607703085152,1.70072803882814e-06,6.84256643601064e-05
"16792",816.303458755714,-0.893865659389981,0.187648588132442,-4.77825746231756,1.76820879830539e-06,7.10179723388344e-05
"75351",3.24658832813294,0.188903443803377,0.193842034073719,4.77685048766198,1.78062064975724e-06,7.13153802098818e-05
"104175",211.066110695229,-1.38024135413895,0.297229063854589,-4.77672446227864,1.78173647916511e-06,7.13153802098818e-05
"20335",10579.3513936783,-0.852961829558897,0.185663283007363,-4.77167920447291,1.82696326416765e-06,7.30001873735599e-05
"226856",312.913958383526,-1.18144909857867,0.252877226142943,-4.76757995328504,1.86452010697077e-06,7.43732806367876e-05
"103836",423.989854892741,-1.11994573350319,0.234341850795034,-4.76410956459219,1.89689420213828e-06,7.52779394187584e-05
"668359",2.16386960205905,0.167813194125011,0.171189283413559,4.76419750098759,1.89606724443912e-06,7.52779394187584e-05
"257975",2.16386960205905,0.167813194125011,0.171189283413559,4.76419750098759,1.89606724443912e-06,7.52779394187584e-05
"13040",645.804289971548,-1.02870350476539,0.232385765882501,-4.75903911733881,1.94516739283568e-06,7.70623714559646e-05
"72278",1017.65919608565,-0.948099440011391,0.202572863353829,-4.7551439171087,1.98305098571705e-06,7.84298348256007e-05
"76233",1275.95954493167,-0.807087451375784,0.173651014286181,-4.75353184831685,1.99893598958361e-06,7.89240913175426e-05
"14457",336.426340322967,-1.15206147030386,0.261309723481851,-4.7511050867611,2.02307952763383e-06,7.96923839301031e-05
"57778",998.846041297305,-0.855321399492231,0.182971416229356,-4.75088960653105,2.02523680131449e-06,7.96923839301031e-05
"258150",1.19136641323018,0.0336557868170553,0.168301994202837,4.74458561721018,2.08933596498093e-06,8.20760224354652e-05
"252904",2.66626219722127,-0.120262416069605,0.171734811445464,-4.73854447973236,2.15258783141437e-06,8.44184066208716e-05
"380823",105.17461019851,-1.62213155785461,0.35106511859713,-4.7344695118325,2.19628781141107e-06,8.59874362467577e-05
"100504018",3.51279395384935,0.261125114244253,0.186560404717076,4.7328917191188,2.21343582249071e-06,8.64852689339098e-05
"319152",1329.93719626778,-1.09438481841271,0.240466015527845,-4.73261755140904,2.21642865651617e-06,8.64852689339098e-05
"436479",2.37287969280864,-0.119440837955149,0.171269955793001,-4.73222390911698,2.22073247948018e-06,8.65082995141987e-05
"232919",3.23641256816406,0.198913396921969,0.192130679055986,4.73169890567835,2.22648500859292e-06,8.65875931138096e-05
"258361",3.22406097470797,0.20967873852824,0.181013648510286,4.73089538344382,2.23531702214059e-06,8.67861833846086e-05
"108655",376.465672987198,-1.25107286484881,0.271165615811513,-4.72539837832266,2.296646649854e-06,8.90189412784509e-05
"16848",690.093006558638,1.18020660027394,0.260267357768566,4.71948988394949,2.36436803046036e-06,9.14916167268672e-05
"545718",2.22409029981227,-0.119249778950415,0.171136236276624,-4.7170090645535,2.39337031239227e-06,9.24603008742586e-05
"76770",41.1027332029291,1.36476479136527,0.372622776592271,4.71526976948877,2.41390706884542e-06,9.30992800807187e-05
"268373",5119.12328750416,-1.01867771694396,0.211103773928836,-4.71330616830917,2.43729563348343e-06,9.38459533586719e-05
"241694",779.505708291887,0.974249201400463,0.208665356083518,4.71276179423489,2.44381812332796e-06,9.39418204338694e-05
"233274",107.971669361069,-1.34804618182924,0.321105283801786,-4.7070879890472,2.51280466092662e-06,9.6434570965874e-05
"20555",170.186167569817,-1.28911272919628,0.286494927391567,-4.70594981836911,2.52686675138689e-06,9.64973130714058e-05
"231803",734.356064713779,-1.0310997084211,0.214784428189813,-4.70596763610256,2.52664603255078e-06,9.64973130714058e-05
"232201",423.024022340972,-1.10480946501929,0.240390402662033,-4.70644541914668,2.52073434735407e-06,9.64973130714058e-05
"17118",421.863741544312,-1.13893022363972,0.248090710196568,-4.70442778675725,2.5457895305112e-06,9.70494892751854e-05
"85308",426.049968342251,1.0715399540558,0.235545232492985,4.70411795341001,2.54965818572284e-06,9.70494892751854e-05
"26358",156.473202436236,-1.42675905370804,0.325576914761348,-4.70356847326457,2.55653301180049e-06,9.71524249753548e-05
"195349",23.488516544721,0.861466525751729,0.369299242770443,4.70040279381458,2.59648830980102e-06,9.85100898645191e-05
"231805",455.518074218537,-1.08833371380511,0.239258809352864,-4.68938899805495,2.74022031143067e-06,0.000103794198625654
"72313",5927.60510707732,-0.732368953708569,0.159888370546788,-4.6789728821881,2.88315567738434e-06,0.000109031025169916
"11669",343.263260879395,-1.17853741442614,0.253184871139877,-4.67748234665306,2.90418567355112e-06,0.00010964830675101
"258729",1.81983014018118,-0.117844285777027,0.170296516703525,-4.67670215612789,2.91525199779185e-06,0.00010988801826628
"15903",91.1059777323778,-1.53985997521089,0.351942410170898,-4.66853299598033,3.03358062557444e-06,0.00011416358751657
"329154",1178.50760004143,0.982300289561366,0.214802580102955,4.66682911753198,3.05883515666658e-06,0.00011492833060411
"16017",210.488597176351,1.25931886692887,0.349517838993621,4.66520218002797,3.08313742989762e-06,0.000115627469159788
"55934",468.233775025591,-1.06616914885368,0.227920262317757,-4.6649200804878,3.08737007157707e-06,0.000115627469159788
"71389",611.001131693054,-0.977397104005245,0.209316362321717,-4.6611960956285,3.14377012577001e-06,0.000117550762567917
"66141",3266.7649687798,-0.762967262323866,0.168707980415762,-4.66065005022911,3.15212265470339e-06,0.00011767419429698
"23797",222.313988207006,-1.23642858553057,0.276691314982422,-4.65657516268152,3.21512934845621e-06,0.00011983430107566
"12867",2545.13866415428,0.959087411404539,0.209193063587297,4.65363469850373,3.26134382744589e-06,0.00012136262693347
"110052",24079.8581263951,-0.704408369000894,0.15507068102473,-4.65264926165416,3.27697371051954e-06,0.000121749764890833
"16913",179.227391037259,-1.30553384793866,0.282028849391117,-4.64953918406972,3.32677477995696e-06,0.000123403214170537
"15439",1325.84842303078,-0.870851231900792,0.189121099500098,-4.64595206321815,3.38511609172915e-06,0.00012536769373105
"242574",3.47852562223795,0.0216276861882503,0.202619359740359,4.6390989744617,3.49931449233714e-06,0.000129391319204752
"329015",2808.71806355433,0.81002839734353,0.173071044663361,4.63796180374562,3.51861789868405e-06,0.000129898896909422
"74096",510.517239408326,-0.978983059433361,0.218253240389125,-4.63193076778615,3.62271306159565e-06,0.000133530222737137
"21887",1198.16538912971,-0.869718278865387,0.189103958140773,-4.62873392056065,3.67908120595069e-06,0.000135393675659749
"434766",1.6222164706261,0.0252993697888101,0.169897222465203,4.62817575909856,3.68900877230993e-06,0.000135544888566183
"503610",453.487505537933,-1.14188337379193,0.244359061223962,-4.6257534228895,3.73239126571676e-06,0.000136922920527357
"50701",495.090093900253,1.01841387646113,0.234754531357207,4.62311248696649,3.78024592197957e-06,0.000138460422566846
"26921",447.295940769929,-1.05309213251211,0.232469618337374,-4.62107836557465,3.8175052983755e-06,0.000139449110975861
"233489",12032.7852316254,-0.780380682179451,0.172287956726157,-4.62098567219516,3.81921153906843e-06,0.000139449110975861
"30925",76.6251260795589,-1.52256065302657,0.370261750629559,-4.61584872012178,3.91492058146327e-06,0.000142719992089494
"225923",1.71786856376314,-0.117354574132444,0.170011708348789,-4.61506132179794,3.92979266957899e-06,0.000143038312871629
"53599",2437.14980965443,0.827001721415757,0.183723813672485,4.60623593833304,4.10023152393627e-06,0.000149009193993908
"22350",2938.27441477495,-0.803410709957246,0.179393982964884,-4.60432145433191,4.1381286201202e-06,0.000150152190351558
"257635",253.667392787605,1.11142544020445,0.271940366883446,4.59867816206481,4.25180019435768e-06,0.000154036835968215
"20201",167093.639392245,-0.723038419823507,0.159834116950558,-4.59628967520238,4.30080678805681e-06,0.000155570332496558
"268391",1.67542070797209,-0.117149294405211,0.169898047110719,-4.59519283968491,4.32349239329313e-06,0.000156148457832191
"16565",936.114220033403,-1.03124443791048,0.233660089575356,-4.59181517002895,4.39407440071751e-06,0.000158355135697881
"101314",1587.69701528215,-0.938767972232372,0.205662967097964,-4.5915426947457,4.39981609412587e-06,0.000158355135697881
"13680",3378.65638726584,0.813344791296777,0.178424231803235,4.59129768785808,4.40498510119026e-06,0.000158355135697881
"69659",1.25676358811477,-0.114199216214368,0.168098071782607,-4.58995587805372,4.43339713792416e-06,0.000159130949657848
"18103",457.649521379873,-1.1766682070616,0.248005840382935,-4.58788001580833,4.47769850128635e-06,0.000160473825519178
"67285",376.783538218531,1.1545582840685,0.26302588445927,4.58473420426737,4.54564311784156e-06,0.000162658612027833
"50493",3951.00149447443,0.759229116437095,0.166283442379762,4.58346453192818,4.57334487670056e-06,0.000163398878685183
"14423",6493.91098835149,0.835894243482935,0.185738184814344,4.58270679548317,4.58995417923087e-06,0.000163741167848672
"21814",465.596395416441,0.944471474316804,0.221791929836014,4.58037650952668,4.64139606607284e-06,0.000165323121344292
"12306",726.43316308644,-0.958390089492905,0.211096507368685,-4.57832651539162,4.68710663309671e-06,0.000166696410714485
"258252",2.54529380598451,0.18132917584025,0.181460217705852,4.57729890587138,4.71018211645238e-06,0.000167261726223717
"258776",2.32329116395248,0.00556033010624462,0.171320059291482,4.57341910215124,4.79828993408121e-06,0.000170131147662743
"57738",540.47643642086,-1.02091688950857,0.234580511324681,-4.57201853140895,4.83048206272308e-06,0.000171012279105067
"66889",83.6727114118467,1.09498644876174,0.356366171080927,4.56566206248947,4.97920347748753e-06,0.000176009931726968
"56527",167.845120221109,1.31869025009004,0.301261803551438,4.56529654686939,4.98788739202456e-06,0.000176049752723049
"72033",871.780236984422,0.963885821989739,0.21469622814061,4.56411976601709,5.01594395818631e-06,0.000176772185334266
"223753",303.094907598945,-1.16737802241149,0.267789696428301,-4.55782798984262,5.16853385686657e-06,0.000181874616609829
"22154",5617.55001999242,-0.70018909451959,0.153478727023968,-4.55677327257685,5.19454430572617e-06,0.000182514192461374
"107146",1.45280853549608,-0.115941334985301,0.169126451309303,-4.55429890212259,5.25605774800356e-06,0.000184397387409251
"20868",1099.31986744289,-0.81588229764795,0.182953019784022,-4.55225926047454,5.3072875564736e-06,0.000185756345344525
"258443",1.54256352863239,-0.116424246974968,0.169465055469386,-4.55212242111529,5.31074161834958e-06,0.000185756345344525
"258095",1.27775738906494,-0.114788998340707,0.168436006339901,-4.54950657658576,5.37718535502754e-06,0.000187798400068016
"245195",5001.74720404485,-0.709951407475788,0.157862799276338,-4.54442957850565,5.50842186889293e-06,0.000192093843466858
"319162",17528.3515135552,-0.714849787404997,0.159969843812645,-4.54134561466864,5.58963109473777e-06,0.00019463446390421
"258196",2.22605980748184,-0.122829797313684,0.173366642080271,-4.53576522851726,5.73949985118553e-06,0.000199554700049802
"381246",45.0978760448226,0.984411657224508,0.372874603403321,4.53392559833237,5.78974304379349e-06,0.00020078153166449
"19791",2819731.27335511,-0.802075495787951,0.17951961245903,-4.53384246061091,5.79202357924607e-06,0.00020078153166449
"100124671",1.55980440311375,-0.116635742512242,0.16957572632697,-4.53259347986949,5.82638779231127e-06,0.000201672665114251
"217371",79.6862109153619,1.10629775835891,0.360519425714933,4.53150385469107,5.85652683331811e-06,0.000202415122525438
"19231",9326.95179109297,-0.71931043197689,0.158377321446387,-4.52735995396368,5.97251567912816e-06,0.000206118152215245
"258357",1.31133091891569,-0.11504330000387,0.168591899017849,-4.52701074682988,5.98238988292846e-06,0.000206153509353282
"56354",749.275184516918,-0.979690227939965,0.214719529243718,-4.52563258274471,6.02151165260844e-06,0.000207195146155855
"58182",4434.80880450798,0.849002382724785,0.187994186826586,4.5169876336995,6.27255670746408e-06,0.000215515056785215
"17974",228.696671634855,1.16068845917005,0.284059291684686,4.51478515052686,6.33809886817573e-06,0.00021744626382055
"109801",7019.05518333243,0.784562572850147,0.175928315018169,4.51260559942117,6.40360337925752e-06,0.000219370501058535
"69097",109.47799005783,1.40196727945818,0.324072451245359,4.50912870695027,6.50944106359864e-06,0.000222668765897989
"13723",196.37641431639,-1.43909404636721,0.343528001691504,-4.50647465165267,6.59135553384402e-06,0.000225140215778441
"75094",1.3501926286657,-0.114956566824825,0.168583071169699,-4.49821918397315,6.85250313637114e-06,0.000233717511803464
"14007",636.009336227016,-0.98917260653966,0.221108203438729,-4.4948880871456,6.96065457124097e-06,0.000237059134849501
"258894",1.75015642603767,0.0395101504463166,0.170293778081473,4.49131948605036,7.07832788260667e-06,0.000240714814635507
"11544",521.931010387043,-0.978514253382505,0.217764795921129,-4.48664714659046,7.23527531431549e-06,0.000245693496278395
"72789",479.192825179775,1.24371231659299,0.260941386369944,4.48062465680322,7.44248958563663e-06,0.000252362146866674
"71994",165.80793237227,-1.33238934469007,0.32793541417266,-4.47370410723035,7.6876105800896e-06,0.000260294896022075
"257958",2.68154894076846,0.083590287101909,0.171935752093814,4.46910526754877,7.85474694441037e-06,0.00026556796817132
"407786",508.264788664281,1.04074624050611,0.237911792436257,4.46671470313247,7.94299427062369e-06,0.000268162393527796
"100047671",2.80948889618003,0.0900342637658305,0.172075903546607,4.46446915672252,8.02675099210551e-06,0.000270597922374961
"50849",45261.7843861664,-0.713553021453829,0.163398093800311,-4.45964718061915,8.20946822805335e-06,0.000276357749093212
"259049",2.1972666801311,-0.122555555086147,0.173225336260643,-4.45812670880291,8.26790266111944e-06,0.000277923221487413
"215859",1.25783298510686,-0.114494051394248,0.168234420633968,-4.4536034372214,8.44409989906493e-06,0.000283437042001034
"100415785",1.78375294913689,0.178140046629545,0.170377147728719,4.4468195814228,8.71509741816746e-06,0.000292112509865052
"229731",663.814923496453,-1.15796296517125,0.276011751494108,-4.44598203091105,8.74912617597089e-06,0.000292831744639715
"105722",378.847398969612,1.01033049949711,0.234166658395185,4.43742312758805,9.10422194821296e-06,0.000304279555643645
"100124345",1.90324218129316,-0.117332462003328,0.170038751514423,-4.43643704427845,9.14600668955444e-06,0.000305238145892795
"66384",2373.20840162376,0.805144182737317,0.184570532604066,4.43404132093859,9.24828888068832e-06,0.000308210142311351
"258403",2.74218386470341,0.186764084432419,0.186279367057239,4.43373127855086,9.26160531805393e-06,0.000308212994120095
"258549",1.02268706414295,-0.112140880423517,0.166839493763391,-4.43213099398201,9.33062995064572e-06,0.000310067082311401
"385277",1.22654574903329,-0.114316037342209,0.168176048834834,-4.42235697891907,9.7629974522699e-06,0.00032397297101229
"66107",4299.15638858015,-0.823776260991013,0.191558074086783,-4.42067788020748,9.839175273681e-06,0.000326036398293597
"18793",280.48697494975,-1.10779550086985,0.253600508144255,-4.41865816607695,9.93155851765127e-06,0.000328630192711202
"11946",4951.09857493896,-0.688355537636636,0.155147141585284,-4.41802273192575,9.96079468481236e-06,0.000328663898275785
"16911",284.868135121597,-1.25422858816076,0.305133621270204,-4.41830770873527,9.94767282091515e-06,0.000328663898275785
"258960",1.401085912052,-0.115354869648865,0.168832912374438,-4.41755587340258,9.98232709383731e-06,0.000328908500213494
"404739",14.9843757489508,-1.12492564537488,0.353426550351128,-4.41723169894539,9.99730478585582e-06,0.000328936744331231
"67057",346.898489054534,-1.05205721082996,0.240175581893246,-4.41528917613275,1.00875049760425e-05,0.000331436429360947
"69612",404.798231743985,-1.15846399670446,0.256983396402864,-4.41282015139072,1.02032752515883e-05,0.000334768023923591
"232853",96.3431732274215,1.23665456856174,0.335695508206184,4.41195412569103,1.02441821599652e-05,0.000335637445030084
"73503",0.966257314705412,-0.111585804371181,0.166496119710685,-4.40846302049682,1.04106791291557e-05,0.000340613441451802
"75216",2103.62056901596,-0.801838062983487,0.185359445149381,-4.40811599051572,1.04273700851205e-05,0.00034068104646968
"72720",388.9357048596,1.24071630908575,0.26424104996461,4.4052898939889,1.05642503226123e-05,0.000344669763676825
"19704",4032.69945210855,0.684939068639798,0.155835841859069,4.4036599475778,1.06439741668415e-05,0.000346785144358842
"52033",2858.8206203115,-1.09677899956658,0.251026398819205,-4.39767994577532,1.09414162269908e-05,0.000355978060066692
"332397",173.998849835009,-1.2527359216114,0.306082265938675,-4.39634386095501,1.10089486140552e-05,0.000357675673590539
"114584",4754.62306130559,0.723127051661668,0.16909567532285,4.394926789895,1.10810092470022e-05,0.000359515474107126
"14159",583.499870887594,-0.901005083528463,0.207838877938998,-4.38919549387926,1.13770761306369e-05,0.000368607772549634
"333670",3044.55255243793,0.822726320196994,0.188033874985888,4.38873462344451,1.14012089785343e-05,0.000368876615492995
